duration,rms,zcr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
1.984,0.022126976,0.20097865140374332,-571.69006,45.178715,-2.529249,8.17473,17.312696,7.3702903,-0.8210733,-5.459116,-1.3745892,1.1992465,-3.2400475,-4.245458,-6.1782265,hey_tvs
1.984,0.023266288,0.17009943181818182,-565.6366,50.630505,-8.533028,10.901912,22.25301,7.8849654,1.1665928,-3.137993,-0.075850636,2.6257749,-3.4181845,-5.5317473,-8.299962,hey_tvs
1.984,0.020700596,0.17411273813502673,-577.0505,49.3156,-7.0046477,11.868319,24.254442,10.486292,1.5624045,-4.158222,-1.7296116,0.82437444,-3.3704174,-4.2794247,-7.3064537,hey_tvs
1.984,0.021527112,0.18548420788770054,-569.3034,51.885357,-7.839473,12.0161085,22.081938,8.472963,2.3940763,-4.901587,-3.7306097,0.2032296,-3.0977175,-3.1616173,-6.87768,hey_tvs
1.984,0.021064525,0.13715741978609625,-567.32965,57.865494,-4.4192667,9.003438,21.742317,9.557899,0.58289963,-5.626895,-3.157801,1.1993297,-2.1337981,-3.8287299,-6.6320343,hey_tvs
1.984,0.012173436,0.19671467663770054,-610.1269,47.14539,-8.949491,15.015522,18.303911,-2.4089663,-6.9401283,-5.3974524,4.3002586,4.5638285,-5.5720105,-2.0978951,-2.3779933,hey_tvs
1.984,0.008536149,0.1962420621657754,-644.0079,49.38914,-7.7079754,17.191853,21.930117,0.2819259,-5.612997,-3.746227,6.507573,5.4688683,-7.8008766,-4.6184344,-1.4070255,hey_tvs
1.984,0.0098074125,0.18623882436497327,-631.14154,51.83134,-12.141705,18.632895,20.947319,-1.6305693,-5.416582,-6.483089,4.6994133,5.576429,-6.732208,-1.3337893,-1.7610116,hey_tvs
1.984,0.01151362,0.16208848596256684,-632.01184,61.87013,-9.895862,19.761179,21.052973,-3.2854152,-7.8059525,-7.9172387,6.38686,7.5745144,-7.9237523,-2.7616725,-2.5304778,hey_tvs
1.984,0.009242233,0.1902886864973262,-632.0394,46.3445,-8.864176,20.8035,21.0009,-2.6900704,-5.1946516,-3.9323614,5.478731,4.5573516,-8.270461,-2.6182227,-0.2422283,hey_tvs
1.984,0.01664757,0.18660960477941177,-596.30927,52.50702,-12.150713,10.7376375,17.60615,2.5863242,-1.9164544,-8.254162,-2.875122,0.9077629,-3.2430992,1.0050824,-6.062418,hey_tvs
1.984,0.017690917,0.1830114680815508,-596.4396,60.092884,-18.133883,10.686152,20.221304,2.1826978,-1.1783367,-6.753236,-1.4629399,1.8064693,-4.267538,-0.19382566,-7.2651343,hey_tvs
1.984,0.017084531,0.17179927723930483,-598.5823,59.887764,-14.553279,14.047476,22.649101,5.5897393,1.3819071,-7.031506,-2.75404,1.7077773,-2.9888175,0.6841824,-7.610972,hey_tvs
1.984,0.01755493,0.17961177723930483,-584.5517,55.180164,-17.329191,10.832724,20.05193,3.6370108,0.84650344,-5.7679124,-2.9149797,0.69413275,-2.0215502,1.1477458,-8.782602,hey_tvs
1.984,0.019541541,0.1570385611631016,-578.83344,58.711514,-14.538967,14.816381,21.693544,2.164911,-2.3653235,-8.620176,-3.0686808,0.7458017,-2.9818966,1.423654,-8.365677,hey_tvs
1.984,0.0069903275,0.1585034049131016,-663.7009,70.66042,-20.534838,16.424675,13.891687,-14.720254,-3.362622,-6.731145,-8.914844,1.2795237,-7.9823036,-12.3165655,-4.833054,hey_tvs
1.984,0.0071041808,0.19304603943850268,-633.9816,57.185745,-25.849674,11.287043,11.978364,-15.149247,-2.9029098,-4.9618435,-10.8146925,-0.5833105,-6.395851,-11.539852,-4.746985,hey_tvs
1.984,0.006577444,0.18783683572860962,-677.5885,63.99883,-32.311764,14.71311,13.092484,-13.884715,3.5956643,-4.34156,-10.064196,3.723777,-5.040687,-10.741725,-7.5654736,hey_tvs
1.984,0.0062730913,0.1648693390708556,-671.3381,71.356735,-33.173325,12.9826565,12.978303,-14.539667,2.055977,-4.3322186,-8.071211,3.8633265,-7.4804664,-11.570537,-4.882544,hey_tvs
1.984,0.00587817,0.19512710979278075,-666.0572,58.44888,-28.340755,10.437235,9.656354,-14.06948,0.5645724,-4.183891,-7.4930882,2.984376,-6.6829057,-11.410354,-6.1923294,hey_tvs
1.984,0.003509981,0.15718739555481284,-722.6979,75.554276,-11.423223,12.516343,13.16904,-12.321526,-10.530379,-11.396215,-5.463905,3.6942725,-6.0188255,-10.502437,-6.3849077,hey_tvs
1.984,0.003681427,0.19918741644385027,-736.56067,61.56579,-13.3029,10.6411,14.11178,-9.024462,-9.014319,-7.902646,-2.4082987,1.9145067,-6.627962,-6.2539577,-2.581906,hey_tvs
1.984,0.004913957,0.13341044869652408,-680.18066,92.011246,-7.019606,17.293724,14.342894,-10.935044,-8.412142,-13.747901,-5.6674433,4.6153197,-7.219881,-9.281873,-8.491288,hey_tvs
1.984,0.004039526,0.19435682653743316,-717.10376,63.28708,-14.801546,12.964277,13.344277,-10.556973,-7.1172724,-9.472643,-4.3593974,5.2014136,-5.328075,-9.110365,-3.7695398,hey_tvs
1.984,0.0037949742,0.19818474264705882,-727.00256,59.396484,-17.628826,12.32541,12.980756,-8.952056,-4.9264874,-7.6584935,-1.1842009,6.2657876,-5.4910693,-7.080871,-3.5824933,hey_tvs
1.984,0.0091095725,0.1327237215909091,-613.7882,91.67702,-22.601957,17.257038,16.109367,-14.686623,-3.8779688,-10.541829,-9.935049,5.7798986,-5.3743157,-14.105072,-6.7494106,hey_tvs
1.984,0.011438533,0.16903147977941177,-599.50024,77.21078,-37.24593,16.953365,20.793467,-16.439772,-5.4376316,-8.831608,-8.863424,7.931349,-2.8994591,-14.524751,-5.891189,hey_tvs
1.984,0.010933241,0.1363610252339572,-599.1976,84.852806,-32.633236,22.860987,21.769655,-14.682886,-2.5011446,-11.834472,-10.728454,8.681275,-4.8856487,-15.48094,-8.051802,hey_tvs
1.984,0.010943856,0.14102189171122995,-586.2546,85.70915,-37.980312,14.111887,18.185827,-17.804987,-4.5655947,-7.977255,-8.778243,7.353448,-3.993048,-14.237305,-6.5298023,hey_tvs
1.984,0.0075622774,0.12481460979278075,-638.9522,95.82982,-15.634618,8.614979,12.264455,-13.10908,-5.208923,-7.253538,-7.4952464,5.854352,-1.9811124,-12.507031,-5.835973,hey_tvs
1.984,0.007369309,0.17465063084893048,-675.2677,58.867664,-19.504892,20.417198,14.451794,-15.984962,-2.7777357,-4.8654523,-7.967848,4.8212557,-1.9756116,-12.1485815,-9.881171,hey_tvs
1.984,0.009926824,0.12074908088235294,-623.29114,89.3835,-12.959646,19.244675,15.583435,-14.1390295,-2.0682151,-8.6304455,-15.495446,-0.48085225,-5.6904345,-16.13835,-12.378089,hey_tvs
1.984,0.010783521,0.14177650818850268,-619.111,73.39362,-20.447622,20.493444,15.711619,-17.094852,-2.4539034,-7.134536,-13.838655,2.418282,-3.2006476,-15.020844,-10.593818,hey_tvs
1.984,0.00961422,0.13917843415775402,-624.48395,76.69833,-16.81427,16.067188,15.802067,-14.593254,-4.623969,-7.173796,-14.380823,-1.7651361,-4.1667376,-13.18837,-8.861538,hey_tvs
1.984,0.0093928045,0.1909884692513369,-630.0949,54.83182,-22.247992,15.917867,12.542303,-15.325355,-2.2433465,-4.967704,-10.120164,1.6565925,-3.6703022,-11.803131,-8.1966915,hey_tvs
1.984,0.008652637,0.21465835979278075,-634.1673,61.846428,-13.655886,11.326311,17.828487,1.070923,-4.0054407,-10.862263,-1.2589427,3.2922294,-6.1518993,-1.2428689,-3.8165123,hey_tvs
1.984,0.010034995,0.16627673796791445,-597.813,65.62961,-11.842834,9.653119,14.945696,-0.0862819,-3.3698711,-9.548276,0.7919473,5.2214503,-6.144377,-1.6349859,-2.9896507,hey_tvs
1.984,0.0076526836,0.1318594376671123,-610.2253,75.80422,-2.4583237,10.743452,14.579316,-0.8465904,-6.3721995,-10.266125,0.82274526,3.4372053,-7.0908084,-1.8621279,-3.10016,hey_tvs
1.984,0.006115036,0.15183457971256684,-644.29913,71.1962,-10.244099,10.613976,16.161789,-0.4156349,-4.6646595,-9.750367,1.2668339,5.6772985,-4.991986,-0.9622553,-4.110697,hey_tvs
1.984,0.006680983,0.1613025359291444,-632.9324,63.200706,-9.686864,8.3743515,14.296397,1.0100083,-3.6177878,-10.056611,-0.62863487,3.281549,-6.2560754,-1.2681338,-2.6704693,hey_tvs
1.984,0.024998134,0.14166945187165775,-533.4237,62.487293,-6.094192,14.666192,15.981032,1.3294506,2.8744638,-4.2315745,-1.0112761,6.7866764,1.9545419,-2.321366,-10.346386,hey_tvs
1.984,0.021387849,0.16256632269385027,-559.67413,85.6137,-15.341764,14.97677,14.1287155,-0.6171441,9.521355,-9.555813,-9.550075,11.049175,2.694118,-6.918201,-9.265656,hey_tvs
1.984,0.018516919,0.15653461313502673,-565.11597,65.73452,-11.3206625,16.099646,14.367133,-3.9158237,2.779225,-7.546277,-7.0804977,8.288136,3.4597404,-5.7366076,-9.450041,hey_tvs
1.984,0.024531726,0.1470666569184492,-557.7272,84.43537,-14.199809,16.870398,20.250326,-1.2070318,3.8232543,-5.1574388,-4.169439,7.8650646,1.0709494,-8.010515,-15.146255,hey_tvs
1.984,0.012565288,0.13032148228609625,-557.81665,83.7565,-1.0496897,17.062428,13.744246,-2.4241192,1.9209177,-6.3716063,-0.29294726,11.431168,1.6613603,-7.1677547,-12.182257,hey_tvs
1.984,0.03194,0.13366111714572193,-509.56876,75.7581,-12.725068,18.246775,15.968015,-10.143481,-4.1229715,-6.5704627,-2.3469691,4.24082,-5.8006115,-6.233193,-8.841676,hey_tvs
1.984,0.0389094,0.16845442012032086,-487.8217,69.27852,-11.679264,14.368699,14.331738,-8.933386,-4.5922503,-6.11146,-3.0663857,2.1480129,-6.078366,-6.3138514,-9.146814,hey_tvs
1.984,0.030743992,0.15240119485294118,-512.1975,76.99036,-9.306477,21.634802,16.191086,-10.830472,-2.2483404,-3.6918876,-0.93469065,4.0276723,-7.299385,-7.4032855,-8.807069,hey_tvs
1.984,0.034081437,0.16673629679144386,-490.70062,82.48451,-16.400587,12.757044,14.618159,-8.720212,-4.1058326,-8.148178,-3.4238455,2.6544452,-7.6648164,-7.8189874,-12.023877,hey_tvs
1.984,0.038919196,0.16736035678475936,-493.97202,73.58906,-13.23025,9.96512,15.910464,-4.835584,-5.276278,-8.68519,-3.0796342,3.8080382,-6.5728617,-9.116118,-9.407747,hey_tvs
1.984,0.02031219,0.17524335728609625,-556.88617,67.767075,-14.181493,16.535555,18.177044,-5.943027,-3.770355,-2.8497782,4.8103313,5.559793,-8.054506,-9.597292,-11.423862,hey_tvs
1.984,0.0228416,0.17741842830882354,-546.60205,68.56381,-12.829961,16.236752,17.538927,-6.7643075,-3.9073112,-1.7119464,4.18971,3.7906952,-7.1584954,-7.8233004,-12.598945,hey_tvs
1.984,0.021713287,0.14650526403743316,-548.3374,79.733604,-14.275002,16.921953,21.92596,-3.486977,-4.511064,-4.3447866,4.416577,4.1910706,-8.505815,-7.4792457,-13.095841,hey_tvs
1.984,0.0230839,0.17623036430481284,-544.6693,75.843605,-21.01939,13.490566,18.61353,-5.9273357,-3.1141207,-4.6637135,1.3534267,3.9273896,-7.5299263,-8.163067,-12.500164,hey_tvs
1.984,0.021749593,0.1717392212566845,-555.1899,68.66275,-15.105781,15.8921,18.64369,-4.5270696,-3.333171,-4.068073,3.6778743,4.1865478,-8.750014,-7.36776,-9.930253,hey_tvs
1.984,0.007189407,0.1880405038435829,-636.3979,54.64062,1.7306584,10.605623,5.544191,-0.44274613,1.6860608,-8.637556,-1.8452348,5.704381,-2.0102851,-0.825861,-4.7957335,hey_tvs
1.984,0.0115784835,0.14968039772727273,-610.03345,57.697662,3.4661884,10.687732,10.377508,3.708542,0.8429463,-9.183429,-1.9406682,5.248583,-2.232991,-1.7809372,-3.8492138,hey_tvs
1.984,0.009662366,0.15016867897727273,-606.3507,63.86153,-0.39874896,11.347613,10.882564,4.105205,3.033726,-9.702695,-1.4395465,7.432336,-2.5435205,-2.083469,-3.6288505,hey_tvs
1.984,0.009997104,0.1576208430815508,-619.4187,58.207302,-2.0990505,11.837382,11.743356,2.5889704,1.3636162,-9.652086,-1.8396114,7.5676284,-2.1537821,-3.041905,-3.7577105,hey_tvs
1.984,0.009404772,0.15570427389705882,-614.146,57.947124,-0.5244709,11.514428,12.064088,3.4135873,0.17080452,-10.281352,-1.02413,7.389059,-1.7331579,-0.9807184,-3.5029306,hey_tvs
1.984,0.015345505,0.14863855698529413,-583.83563,82.825554,-7.8825326,15.271926,23.318253,4.1534967,1.3211976,-9.672351,-7.540962,5.4057746,-3.1565638,-12.209976,-10.493029,hey_tvs
1.984,0.015321832,0.18869067513368984,-579.6102,78.38689,-14.094734,12.487468,19.07658,-0.5238877,1.6495366,-9.007383,-9.069031,6.6571116,-0.28447926,-12.047398,-11.425435,hey_tvs
1.984,0.017078,0.17034748913770054,-566.1019,75.47381,-12.316364,14.037558,19.208887,0.3494436,3.0300946,-9.083031,-9.5089655,7.6935554,0.18241002,-13.034738,-11.654975,hey_tvs
1.984,0.016681926,0.13891471006016043,-569.50726,81.30456,-16.461233,14.939259,26.457058,1.2171224,-0.684554,-6.9801497,-5.798262,6.51243,-0.9940709,-12.092879,-12.6463785,hey_tvs
1.984,0.014665076,0.16243054395053477,-575.6165,74.30027,-10.760445,10.530481,19.100084,2.6638508,1.4550811,-9.625365,-8.579969,6.7078614,-0.29112804,-12.265283,-10.941371,hey_tvs
1.984,0.024006885,0.13471079127673796,-521.7874,66.12728,-14.776059,14.413702,11.531965,-2.198609,4.4069505,-10.3158655,-5.649715,4.7551956,-7.2189293,-6.7097898,-8.741892,hey_tvs
1.984,0.026657008,0.14905111547459893,-506.89798,68.706894,-14.563823,15.685936,8.070231,-4.4632688,7.198215,-10.039192,-6.5335093,5.826772,-7.155631,-7.451071,-9.478411,hey_tvs
1.984,0.02493215,0.145761092078877,-530.954,71.41399,-15.481392,18.072012,10.87647,-5.574148,6.4298277,-9.175087,-7.6580515,4.714924,-5.8211894,-6.4514904,-9.0717945,hey_tvs
1.984,0.027227532,0.17039971173128343,-527.85846,67.84467,-14.25565,16.28758,8.969826,-4.3323135,6.190615,-10.55339,-7.4567947,4.02893,-7.223728,-6.77964,-9.497716,hey_tvs
1.984,0.024724873,0.1768465909090909,-519.0691,68.396065,-18.419811,16.037907,6.4613495,-7.476966,6.819704,-11.026913,-7.857102,5.9343863,-6.2659163,-6.205184,-8.681373,hey_tvs
1.984,0.015512403,0.17709725935828877,-586.25433,77.92355,-7.8586836,19.669886,10.4760275,-14.154802,-2.5771549,-6.563235,-5.7472324,2.415881,-7.287456,-9.664579,-9.072799,hey_tvs
1.984,0.019292422,0.15582177473262032,-566.3181,79.94412,-15.005565,23.057768,18.894236,-16.1142,-6.3346596,-5.5676785,-6.87802,0.66196126,-7.674361,-11.047604,-9.644015,hey_tvs
1.984,0.0017635854,0.28151894635695185,-701.2321,10.355778,-4.865239,2.2972643,3.3436482,-2.4895642,-1.5596273,-0.7515466,-0.46984223,0.6820174,-1.1733333,-1.5931431,-0.39426512,hey_tvs
1.984,0.016421398,0.1427243482620321,-591.2527,78.92369,-10.042309,20.486113,20.587599,-14.081517,-9.22325,-4.3508987,-6.241167,-1.1152058,-6.6484203,-11.610894,-10.257071,hey_tvs
1.984,0.016071297,0.16598951370320855,-575.0638,70.2758,-5.9482284,20.107445,15.7966385,-12.969507,-6.6317673,-3.6484911,-3.9399164,-0.4681483,-6.6064076,-8.196023,-8.224817,hey_tvs
1.984,0.009471272,0.1769040357620321,-624.1118,71.868904,-4.8548217,15.366702,19.150743,0.1606398,-4.899688,-10.964745,-2.5963678,2.8967,-7.9389577,-8.750858,-9.737678,hey_tvs
1.984,0.008240306,0.17925927473262032,-638.33215,73.94288,-7.1971292,12.087104,15.580608,-1.2850312,-3.5047288,-10.523096,-3.2462606,4.0199704,-5.6877246,-8.235997,-11.3137245,hey_tvs
1.984,0.00930884,0.17377851353609625,-634.4021,77.52038,-9.571541,15.987539,17.62203,-2.7664363,-3.3959644,-10.928785,-3.4292495,3.8384428,-6.8879895,-7.390416,-10.333596,hey_tvs
1.984,0.012611879,0.1691933698195187,-597.103,78.21171,-7.9477468,11.660288,16.551928,1.0464209,-2.8223202,-12.717706,-4.531926,3.1863878,-7.1390805,-8.624692,-11.487143,hey_tvs
1.984,0.010609062,0.17764820772058823,-621.1682,77.73356,-8.72985,11.562709,17.443792,-0.6225708,-4.9985127,-11.65682,-2.9554486,3.9904094,-6.622381,-8.352068,-9.929623,hey_tvs
