duration,rms,zcr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
1.984,0.010148414,0.1459255932486631,-623.6026,91.14049,-4.2085953,17.98591,18.021214,-2.6382558,0.25889403,-6.311341,-2.376501,6.230743,-1.3628846,-5.307061,-9.813429,hey_tvs
1.984,0.016302824,0.18007133606283424,-601.955,84.986725,-14.221474,14.1937275,21.034964,-1.1472194,-2.4792962,-11.087678,-6.5957108,5.334825,-1.2849792,-8.039723,-13.87792,hey_tvs
1.984,0.015334126,0.1785647142379679,-598.69586,83.384224,-14.867482,14.217289,19.858835,-1.6991496,-0.5356406,-9.595274,-7.1136355,5.8182216,1.0300689,-7.1520076,-13.940979,hey_tvs
1.984,0.01415314,0.18648427055481284,-603.50934,80.44603,-10.391975,13.565834,19.05574,0.0819069,-1.0800896,-9.22515,-4.201614,6.507041,0.16692218,-6.530596,-13.629714,hey_tvs
1.984,0.014177273,0.17994339070855614,-601.3437,85.96007,-12.832897,12.583893,21.031803,-0.11029412,-2.6587014,-9.245525,-3.541136,6.711332,-0.6816872,-8.098025,-13.202197,hey_tvs
1.984,0.028285736,0.13024837065508021,-509.6952,75.8406,-9.640972,16.954327,22.771852,-6.5165524,-6.308112,-0.77557176,-4.0651083,-7.5734167,-7.7110405,-5.537918,-11.260343,hey_tvs
1.984,0.022456195,0.13197432737299467,-525.1089,80.483315,-11.1463785,12.999626,24.231956,-3.9088645,-9.066659,-1.8627473,0.16404626,-6.0670533,-9.256303,-3.686153,-8.564552,hey_tvs
1.984,0.021106187,0.11938346006016043,-530.43976,90.7817,-10.886896,15.543769,25.89366,-7.2191176,-11.32782,-0.745157,1.0700452,-7.867576,-12.442945,-5.4427495,-8.728562,hey_tvs
1.984,0.021558989,0.1398886614304813,-534.2229,78.011925,-15.318406,13.594719,21.125734,-5.8813634,-6.4570103,-2.0401914,-0.4195375,-6.3104286,-11.362824,-4.0336804,-9.0308275,hey_tvs
1.984,0.020986458,0.16854058739973263,-560.7444,62.50551,-8.770958,8.451955,22.100565,-0.71841383,-9.263002,-1.6349095,0.3442951,-5.6367188,-7.499637,-4.8626623,-7.927226,hey_tvs
1.984,0.02851275,0.16857714321524064,-479.20892,44.95007,-14.075864,9.451037,9.176851,-7.0199943,-4.505323,-10.115727,-5.951887,2.4445143,-6.625557,-11.72837,-8.442969,hey_tvs
1.984,0.028271124,0.17730614973262032,-492.6043,43.046196,-14.470787,7.0745015,10.727511,-4.821517,-6.211771,-11.676982,-7.497367,1.3789705,-4.4239674,-9.951198,-7.790114,hey_tvs
1.984,0.030553395,0.16727157837566844,-488.24774,49.94684,-24.750715,10.040562,13.464801,-7.7840753,-6.18442,-13.448974,-8.725461,2.4541552,-4.5980515,-8.624303,-7.240725,hey_tvs
1.984,0.033310063,0.16546728776737968,-478.34192,49.718113,-20.66509,9.320451,11.904163,-8.666825,-6.528625,-12.034647,-8.744694,1.7163523,-4.579445,-9.268283,-6.9860153,hey_tvs
1.984,0.024232887,0.17181233288770054,-505.91748,47.133408,-9.833265,6.391896,12.151322,-2.4510953,-5.1864853,-9.499714,-6.517575,2.228662,-3.1733882,-10.032064,-6.1957836,hey_tvs
1.984,0.023763154,0.17952560995989306,-530.61096,51.513214,-11.960298,8.827114,13.26112,2.9769022,2.1876018,-6.4035373,2.257025,9.617107,-3.2050111,-5.914519,-6.1643176,hey_tvs
1.984,0.03818454,0.19692617814171123,-518.41003,58.3793,-8.671994,11.286702,15.956179,1.4484828,-3.2187135,-9.545281,0.9120771,6.7760115,-4.8227677,-4.7846093,-5.6436677,hey_tvs
1.984,0.036483135,0.16820114054144386,-510.11484,61.804276,-8.990803,7.435586,15.968602,1.9468005,-5.5660186,-9.575097,1.6497136,6.1940703,-2.7472713,-1.8127667,-5.4208784,hey_tvs
1.984,0.033995714,0.19306692847593582,-495.93774,55.792404,-9.541917,7.8723,16.562748,2.2524672,-4.305283,-7.391524,1.7252507,6.1499257,-1.7586055,-2.8563895,-5.987322,hey_tvs
1.984,0.030830162,0.1726452832553476,-531.28156,56.734203,-12.140409,10.177199,17.96009,4.1427803,-1.8035448,-9.554244,0.4685683,6.5384746,-4.73766,-4.538227,-4.7905455,hey_tvs
1.984,0.045607027,0.10973272476604277,-494.55176,61.781136,-8.197763,15.947201,16.31049,2.6488748,5.212242,-5.984508,-0.12318086,12.0285425,1.4308171,-3.168918,-3.7042243,hey_tvs
1.984,0.039161872,0.1342303434157754,-494.6851,66.53485,-19.050121,14.554613,21.630638,5.5302286,3.7156157,-10.853395,-0.11740579,16.152939,1.3200278,-6.301609,-5.974291,hey_tvs
1.984,0.037018336,0.12654317764037434,-499.71072,65.45596,-10.003686,17.006807,20.9802,5.619646,2.9313347,-9.970781,1.4382801,16.24843,0.9854696,-4.761894,-2.2703526,hey_tvs
1.984,0.04030693,0.09049392129010696,-492.29642,72.01224,-4.749408,16.648237,19.763174,3.192674,0.58902484,-9.144262,0.078426145,12.025774,-2.7276475,-9.526496,-5.5014415,hey_tvs
1.984,0.038101595,0.13096382018716576,-492.45123,68.893745,-13.661834,14.499065,21.30999,6.4370365,2.6404285,-11.514821,0.4309458,14.916432,-2.485086,-8.317515,-3.5630705,hey_tvs
1.984,0.023014126,0.1852048170120321,-551.9617,53.63809,-17.192778,12.742703,20.09668,-2.5896358,-5.7018347,-8.28338,-3.4190586,2.7815182,-2.6035821,-2.4580085,-3.5780852,hey_tvs
1.984,0.022463182,0.1875235001671123,-541.46204,51.50235,-21.715992,13.399786,22.345478,-2.5449598,-7.120936,-9.439981,-3.7988298,1.0557904,-3.3074384,-0.3291848,-3.9371283,hey_tvs
1.984,0.024716144,0.14819205381016043,-530.88403,56.555355,-22.882854,12.622622,24.405201,-0.972864,-5.826657,-8.105868,-4.0276637,1.9623121,-1.4167335,-2.0294604,-6.7992334,hey_tvs
1.984,0.023956653,0.20004125584893048,-543.0138,51.817863,-22.270811,12.159856,21.184412,-4.3943877,-9.120072,-8.446674,-0.65597904,2.869383,-2.9784925,-0.5220533,-4.6220813,hey_tvs
1.984,0.025066927,0.1745409634024064,-543.4616,53.683453,-24.815365,14.363657,22.569483,-4.8664794,-7.121572,-9.658784,-4.592924,4.0686235,0.09222277,-0.8424517,-5.577899,hey_tvs
1.984,0.03038326,0.153610147894385,-529.96075,54.626087,-10.369927,20.080603,21.55126,2.1543467,-0.44067416,-6.4301496,4.008412,8.567732,-3.7960718,-1.9055712,-4.681372,hey_tvs
1.984,0.021715358,0.14721549131016043,-556.25446,75.923325,-13.627237,19.9137,16.406477,-4.401335,1.3001745,-8.004355,0.495416,9.5006,-2.695798,1.6787814,-0.8548073,hey_tvs
1.984,0.020463813,0.18727283171791445,-561.5059,64.44934,-19.737545,10.4307165,17.807697,2.5566022,0.8868178,-8.736248,0.89792085,7.480562,-3.946683,0.79006535,-1.8878323,hey_tvs
1.984,0.02112886,0.18294096758021391,-546.0256,54.07169,-22.411123,15.765242,15.461209,-1.4662952,4.3505144,-7.3836846,-0.67888784,7.6292033,-4.342928,1.2023386,-0.18424033,hey_tvs
1.984,0.017956281,0.17042843415775402,-568.45184,62.146797,-26.18269,10.272586,14.377676,-1.8699412,3.4338777,-6.6464443,0.2644651,7.898445,-3.782269,1.1706666,-0.9652557,hey_tvs
1.984,0.034899257,0.1409957804144385,-505.04797,47.2483,-4.6831813,14.348967,14.33084,-2.2173858,-6.7672048,-11.976992,-2.1343086,5.9670033,-3.5312784,-5.847008,-3.0496814,hey_tvs
1.984,0.033393122,0.145742814171123,-484.22668,58.039093,-10.786479,7.5336094,13.055314,-4.5329156,-8.266736,-11.513541,-4.9932113,5.536021,3.6297934,-0.81205124,-4.7338023,hey_tvs
1.984,0.03154209,0.12272048379010696,-524.72485,58.326088,-14.110868,17.204472,16.025614,-6.7044783,-3.990673,-10.616802,-7.298143,3.66575,-0.9438501,-4.0701766,-6.342826,hey_tvs
1.984,0.027085606,0.1353244067513369,-495.4899,39.377243,-8.017116,18.371208,15.248043,-5.3420033,-5.3869424,-8.662431,-3.2974272,3.9611194,-1.2264421,-2.9253056,-3.4862077,hey_tvs
1.984,0.026632594,0.14268257018716576,-479.8953,46.1194,-13.362482,11.603352,12.763706,-5.5477133,-4.0822453,-7.6727047,-3.2066383,7.112121,3.8723314,-1.520862,-5.9989824,hey_tvs
1.984,0.043335807,0.11163362717245989,-489.38828,60.174393,-12.6923895,10.458545,6.792702,-3.3129883,0.9144504,-11.364931,-1.7914925,5.181465,-6.0414314,3.968934,4.287702,hey_tvs
1.984,0.041542176,0.13206310578208555,-476.43637,57.100044,-11.708927,10.826348,9.621652,0.37569293,0.38697067,-14.166288,-3.0618086,4.9337583,-7.0825047,3.729986,5.060908,hey_tvs
1.984,0.03959365,0.15191813586229946,-479.05743,50.766365,-17.000334,11.198622,10.8530245,1.2157729,2.8886116,-12.771828,-3.9848998,3.0682242,-9.373805,2.3833315,5.5282106,hey_tvs
1.984,0.033161797,0.16943098262032086,-479.2952,50.990692,-15.43159,10.500183,10.5144415,1.4375036,3.222879,-12.410047,-5.5310082,1.9189932,-8.865194,1.9725633,5.941777,hey_tvs
1.984,0.03654395,0.13775275735294118,-484.12244,58.46906,-15.604205,9.398585,5.8468356,-3.7217753,2.2220864,-11.017964,-2.5856946,3.8888614,-8.209059,5.3508844,9.46036,hey_tvs
1.984,0.021927351,0.1597985252339572,-543.436,45.115913,-8.135662,10.786793,6.268977,-5.2322807,5.5325203,-0.53118104,-3.7579927,3.3420842,-1.7259578,-4.620218,-3.8504796,hey_tvs
1.984,0.028049765,0.1903356868315508,-510.11935,39.129066,-8.211865,15.295608,7.033971,-8.165414,1.8303944,-4.5435104,-5.1059136,4.9723268,-0.5314838,-5.7526135,-5.712846,hey_tvs
1.984,0.031386532,0.18570876504010694,-522.89557,47.8931,-15.837315,18.242601,9.245594,-12.22491,0.7041626,-6.578437,-7.592002,5.8423915,0.10056676,-6.3512917,-6.2798843,hey_tvs
1.984,0.029212248,0.1456540357620321,-499.9015,54.7853,-18.065653,12.786343,9.970399,-11.756274,-1.6817297,-5.017376,-5.3746934,5.077679,-0.44919142,-6.848194,-7.300857,hey_tvs
1.984,0.029741822,0.1324599974933155,-508.75082,46.716785,-9.432247,15.316358,6.0670147,-9.488707,0.098052815,-8.317533,-4.58668,9.733469,3.3735588,-3.414878,-6.9378924,hey_tvs
1.984,0.023617342,0.14014194100935828,-526.3899,52.272007,-12.186304,9.431623,11.22347,-1.4412638,0.6986995,-7.793013,-2.776957,6.122982,-3.1714149,-4.9992647,-4.9255314,hey_tvs
1.984,0.025158113,0.13410239806149732,-524.19244,63.95232,-19.658895,4.6102037,12.123141,1.1582459,0.7494288,-11.004416,-4.404734,3.3563912,-5.5080814,-2.8474228,-6.2213097,hey_tvs
1.984,0.031231044,0.12430805063502674,-505.49664,54.977345,-13.985985,6.5775466,13.297943,1.4537919,-1.0650485,-7.9420667,-1.170583,2.9438872,-4.0998883,-1.2705753,-6.032679,hey_tvs
1.984,0.02804573,0.0849609375,-509.68655,58.89989,-15.4441595,5.290635,13.225018,1.6074656,-0.51047045,-7.9806385,-2.2149658,2.0144484,-4.2872415,-1.2202382,-6.850879,hey_tvs
1.984,0.026114728,0.10029871323529412,-516.7964,60.022182,-14.272991,6.104598,16.102177,4.2847295,0.55247164,-7.5978703,-2.907639,2.5180795,-3.14555,-2.732036,-7.509928,hey_tvs
1.984,0.023361987,0.17867699281417113,-512.6166,48.066643,-6.3711624,6.685111,14.658185,5.198221,-1.4795874,-8.945206,-2.902492,3.921309,-1.1491902,-3.5044203,-6.894504,hey_tvs
1.984,0.028184872,0.1874764998328877,-522.7455,60.755817,-27.7524,10.117011,16.8824,0.8149129,0.6369224,-14.623846,-5.497068,7.1649275,-3.393977,-0.6991297,-3.4612854,hey_tvs
1.984,0.033747535,0.16663185160427807,-513.88464,72.980255,-40.148056,5.668461,19.76153,-1.8421088,-3.0725698,-14.708023,-4.456604,7.9664407,-1.6483732,-0.6387342,-6.9599633,hey_tvs
1.984,0.030262519,0.15518988135026737,-511.07367,71.309135,-37.420525,6.4426146,20.668745,-4.473113,-7.685257,-16.138641,-6.548641,5.757513,-3.9310102,-5.1505027,-6.952654,hey_tvs
1.984,0.055146415,0.1464373746657754,-443.273,67.82315,-37.144073,0.8891595,14.640868,-4.5003014,-10.195191,-22.378984,-8.952265,3.762835,-7.2267165,-6.0303288,-8.139607,hey_tvs
1.984,0.007902566,0.19396254595588236,-677.6023,73.52828,-8.133221,-0.5502399,15.207396,6.592798,-3.4368186,-10.738951,-2.6591506,6.2023273,2.1691432,-0.06414571,-4.604812,hey_tvs
1.984,0.01701737,0.16980176303475936,-586.89655,69.379105,-8.134885,-2.2523532,14.955845,7.1513586,-4.733268,-9.4759865,-0.6342146,2.3096461,-2.3158705,1.7018173,-1.9312743,hey_tvs
1.984,0.021730121,0.15751378676470587,-555.6406,75.08969,-11.5237665,-1.2150955,14.735054,3.444043,-5.7293725,-9.237125,0.67247546,5.2249336,-1.6421815,1.308277,-1.3173679,hey_tvs
1.984,0.019174892,0.14647654161096257,-569.628,66.30263,-12.037864,0.7022477,15.403572,5.6404476,-1.9665656,-8.179039,-1.9569591,3.1579654,0.19186524,4.2656574,-0.24504371,hey_tvs
1.984,0.023420023,0.152090470421123,-542.74664,67.62485,-13.488093,-0.94656307,15.063248,4.9775414,-4.2835283,-9.962747,-1.8861483,2.07965,-2.7645962,2.412342,-0.8652135,hey_tvs
1.984,0.039493456,0.11136468081550802,-500.74594,49.522957,-8.53765,9.74772,8.616177,3.5530481,9.310536,-7.3562403,-7.3183084,5.506524,0.29442334,-0.36545804,-1.4163871,hey_tvs
1.984,0.048296694,0.11503592914438503,-499.30963,49.036644,-2.5573578,13.928648,8.848332,2.450177,8.237774,-6.785383,-7.1105094,2.4916682,-1.2388723,1.8337562,-1.3326634,hey_tvs
1.984,0.045582145,0.11550071022727272,-506.83957,46.541157,-6.5499477,14.758301,9.294848,0.1469684,7.419743,-5.840072,-5.783725,2.4629579,-3.2691276,2.0971205,2.0542467,hey_tvs
1.984,0.043989886,0.09983654328208556,-506.71448,48.106953,-3.8775325,16.980568,10.869593,-0.2550962,4.937638,-8.159991,-6.3859487,4.403413,-0.12867554,2.7041805,-0.39661363,hey_tvs
1.984,0.038847767,0.12724818265374332,-512.5145,46.00716,-4.390241,10.675055,7.2596774,0.7433845,6.348182,-4.5995417,-4.601333,1.5012124,-1.7400018,3.148726,-0.6706028,hey_tvs
2.0,0.001946695,0.1023182970412234,-703.6066,143.71587,-23.145348,28.308651,5.2714415,-22.235126,17.846258,-5.498643,-14.474248,4.216322,-13.489951,-4.3156004,3.5511966,non_hey_tvs
2.0,0.009921218,0.038506690492021274,-512.3833,184.04688,-27.60786,41.1897,19.34866,-22.110926,25.960253,-2.4919631,-21.714077,8.374331,-7.4483175,-9.209423,1.8799633,non_hey_tvs
2.0,0.0050284923,0.058687250664893616,-543.0699,172.64848,-39.99496,35.65351,12.817341,-23.446804,28.525156,-7.805981,-25.328224,9.703489,-9.388468,-9.153718,3.1651216,non_hey_tvs
2.0,0.008623338,0.06151564577792553,-521.57166,180.34782,-47.40194,48.481144,14.55863,-28.158876,36.61865,-5.4548182,-25.76633,12.172848,-12.488191,-9.840903,4.7059994,non_hey_tvs
2.0,0.0077181114,0.02473612034574468,-535.2874,198.78029,-26.800962,41.71456,11.091446,-24.342312,32.74767,-4.324058,-22.902256,10.092311,-12.419269,-11.481836,2.5402088,non_hey_tvs
2.0,0.007079563,0.041166264960106384,-533.89667,186.95715,-41.601776,48.976433,21.90014,-22.573233,30.51454,-12.137617,-26.862892,14.297995,-11.194297,-11.8336935,5.4215755,non_hey_tvs
2.0,0.0067404876,0.042412940492021274,-547.52014,186.48347,-42.226063,52.984844,24.610985,-20.837986,33.799816,-10.356038,-26.354362,15.871831,-8.5786085,-10.874856,2.680754,non_hey_tvs
2.0,0.006612798,0.0361561876662234,-553.2635,183.81317,-26.14142,47.73152,14.556357,-22.783022,32.08704,-6.1064596,-20.017387,16.316282,-9.229538,-10.115216,4.2745004,non_hey_tvs
2.0,0.005723606,0.04005724318484043,-563.16473,175.70174,-35.56702,49.826485,26.158722,-17.920834,28.436892,-9.9926605,-23.538755,14.180771,-8.785095,-11.62743,1.6034896,non_hey_tvs
2.0,0.0048850947,0.038553440824468085,-570.56586,172.49998,-35.46112,50.17302,23.902494,-20.986317,29.467247,-3.5919375,-20.010496,10.140407,-11.537629,-8.630959,2.4130638,non_hey_tvs
2.0,0.006355623,0.05693151595744681,-550.3844,168.22969,-39.036106,57.393383,22.18828,-27.026237,30.775738,-4.4885383,-19.923693,14.717282,-11.973998,-11.183806,2.360222,non_hey_tvs
2.0,0.004958496,0.047791825964095744,-561.8725,183.11899,-43.325382,44.622902,17.760244,-26.692907,27.517828,-5.3129334,-19.086744,9.526659,-16.045055,-10.079772,1.2008169,non_hey_tvs
2.0,0.008034223,0.04117145944148936,-535.4717,195.86249,-32.93655,35.23965,9.797184,-27.4364,29.125896,-1.7730076,-23.66564,6.039222,-7.7613816,-4.405463,3.0607076,non_hey_tvs
2.0,0.0060974145,0.050477372839095744,-550.9315,188.80556,-44.706223,49.90176,18.354866,-27.842308,34.698326,-3.3931704,-22.054356,15.180864,-11.502994,-11.839223,4.442673,non_hey_tvs
2.0,0.009109917,0.030816260804521278,-535.2135,175.96387,-21.584753,47.227436,13.742524,-27.051243,27.665749,-4.340599,-22.721617,14.706841,-4.834773,-12.521491,1.4862478,non_hey_tvs
2.0,0.007296963,0.035501683011968085,-550.4521,185.29326,-29.857262,45.297146,14.1080475,-25.335434,31.362225,-3.0807252,-21.286917,10.915729,-11.61232,-11.576546,1.5193893,non_hey_tvs
2.0,0.0063963598,0.0475814494680851,-541.6609,174.6014,-32.028267,46.46064,15.091545,-23.552383,31.763657,-5.074624,-21.527004,12.740044,-10.841132,-11.308386,2.0108097,non_hey_tvs
2.0,0.008137613,0.030987678690159573,-549.7289,175.11476,-32.655636,55.641914,30.579449,-15.6779995,29.703583,-8.774305,-21.986406,14.632153,-10.657974,-15.025349,-2.0881674,non_hey_tvs
2.0,0.0051161824,0.02982930934175532,-574.2753,192.04094,-33.581596,51.04508,21.675617,-23.711363,28.241539,-6.8751063,-18.859482,13.984877,-12.274157,-10.205013,1.0711648,non_hey_tvs
2.0,0.007621651,0.053770674035904256,-528.97064,169.21988,-41.78266,51.741596,24.681547,-22.437868,30.718836,-8.14228,-27.674826,11.468072,-9.776021,-15.0628195,-2.0908206,non_hey_tvs
2.0,0.0059759007,0.026052921376329786,-571.1077,182.1612,-26.746351,51.08359,20.663816,-20.691847,30.85269,-4.67642,-19.4203,13.539859,-10.7899,-10.993634,3.0197916,non_hey_tvs
2.0,0.004635501,0.04088316572473404,-575.4563,179.66934,-37.249027,50.08281,22.742102,-23.445772,28.028103,-5.373314,-20.058132,12.372938,-10.5722885,-10.207529,-0.3107035,non_hey_tvs
2.0,0.006285759,0.04622568982712766,-556.18066,182.05698,-39.939064,55.057785,22.34004,-24.773151,34.675896,-6.0191073,-27.395824,10.909504,-9.905262,-9.586745,2.3719683,non_hey_tvs
2.0,0.009075579,0.02604512965425532,-533.1878,210.50105,-33.48363,45.001125,19.54258,-25.52694,29.748188,-3.5773704,-25.447702,6.5333204,-8.167757,-4.5425143,3.2095594,non_hey_tvs
2.0,0.0032052847,0.09231372589760638,-686.7061,160.12244,-18.041294,35.081356,12.382718,-20.6727,15.441155,-7.903841,-14.621662,4.4792643,-15.375812,-5.7347274,3.4049988,non_hey_tvs
2.0,0.0035886073,0.02823720079787234,-596.4095,188.93007,-28.64276,45.55001,22.98925,-23.450125,16.759432,-9.893011,-16.19305,8.744587,-16.259277,-10.001826,1.0537972,non_hey_tvs
2.0,0.004527267,0.03352518284574468,-583.73755,197.44739,-32.216114,49.34959,20.348085,-30.577854,19.630613,-5.592606,-16.021538,6.8972335,-19.886347,-9.120458,5.0409145,non_hey_tvs
2.0,0.010361272,0.0462386760305851,-512.22687,181.18372,-41.646885,54.395733,24.536205,-28.05956,25.31005,-7.7376623,-24.178883,7.9666877,-10.537964,-5.625614,-0.41498417,non_hey_tvs
2.0,0.00904523,0.033135596742021274,-535.5067,184.17549,-30.995014,46.866352,25.298792,-17.449656,28.24781,-5.916822,-22.72422,7.951294,-10.875996,-6.3399167,5.1712394,non_hey_tvs
2.0,0.0064798202,0.043363530585106384,-556.0595,185.70428,-37.31676,59.606663,23.619598,-25.071074,32.865704,-4.508856,-21.060326,7.6291323,-14.549048,-2.0285802,3.6644287,non_hey_tvs
2.0,0.00507897,0.037901533410904256,-578.2085,183.60593,-34.686413,53.251724,27.98614,-17.685951,26.338324,-10.821645,-18.29834,13.264673,-15.117447,-9.491387,2.42837,non_hey_tvs
2.0,0.005423297,0.032018783244680854,-569.974,187.73708,-25.414213,42.006027,21.37279,-16.419907,24.771776,-10.704244,-22.655941,9.74923,-10.836587,-9.652727,1.439345,non_hey_tvs
2.0,0.005241276,0.03477185837765957,-576.6463,206.5187,-36.835617,46.759693,19.04931,-22.546288,32.64469,-7.370894,-23.637693,9.836052,-13.665374,-5.5281053,5.486287,non_hey_tvs
2.0,0.003954845,0.04136365525265957,-589.3824,192.63316,-45.21849,50.013214,27.616678,-18.57252,30.905668,-11.131733,-24.840525,12.568702,-12.06507,-8.882445,2.6770573,non_hey_tvs
2.0,0.005863167,0.04317393201462766,-561.46344,192.04906,-42.873295,43.429253,22.858929,-17.098345,30.915205,-10.268915,-21.853064,10.895799,-16.521381,-8.804329,5.5897894,non_hey_tvs
2.0,0.0057517183,0.0318837267287234,-574.2438,199.62122,-32.987953,49.04915,21.787909,-20.21879,30.225836,-9.388977,-22.024685,11.682977,-13.762806,-9.144069,1.7718035,non_hey_tvs
2.0,0.0056956587,0.03051238364361702,-567.85455,188.10701,-29.452047,43.356228,23.217108,-15.635121,27.376373,-8.335607,-20.778404,11.360635,-9.812635,-7.449325,4.7600923,non_hey_tvs
2.0,0.0055435738,0.025375041555851064,-577.5261,181.49661,-23.184092,44.3457,26.966007,-11.87588,25.302979,-7.7610803,-19.516283,10.532629,-8.25954,-7.771253,0.95189077,non_hey_tvs
2.0,0.0056392895,0.030629259474734043,-575.2671,189.49142,-29.764736,52.577625,25.423641,-17.021267,33.49212,-6.536465,-24.310095,11.014456,-9.830041,-8.132023,3.7084074,non_hey_tvs
2.0,0.004462796,0.03836124501329787,-575.68634,183.92241,-35.086193,44.9762,24.547222,-17.433998,26.035728,-9.687344,-21.765848,9.460351,-12.435931,-6.6881638,5.4065547,non_hey_tvs
2.0,0.0045936876,0.03466796875,-582.2144,193.06096,-35.82632,48.047344,22.944155,-20.587334,28.33628,-8.901156,-20.504671,13.033066,-12.975074,-9.760556,2.25874,non_hey_tvs
2.0,0.005100107,0.03043706366356383,-573.70447,197.20682,-36.451088,44.72207,24.203709,-17.879885,29.220469,-8.5352955,-23.747211,8.561034,-13.179942,-8.374636,3.8351989,non_hey_tvs
2.0,0.0042418297,0.0368912067819149,-583.45447,199.95317,-42.53756,46.93598,21.297594,-24.051622,30.724121,-5.1764054,-20.484287,9.817061,-14.903834,-6.0537524,5.922449,non_hey_tvs
2.0,0.004723006,0.04264669215425532,-568.513,187.5987,-44.14098,42.019714,26.26238,-17.717653,24.873045,-11.181616,-21.532555,11.036362,-12.533667,-8.440962,1.8517971,non_hey_tvs
2.0,0.007152587,0.021029857878989363,-560.6636,199.89952,-24.139814,40.567223,17.723562,-15.148401,30.19335,-7.311287,-17.899452,11.660029,-13.159034,-6.4422574,5.6999927,non_hey_tvs
2.0,0.005235762,0.0675568276263298,-551.4287,187.25464,-57.429073,40.6576,22.747747,-21.71306,29.532518,-10.2202,-23.77137,10.874243,-13.83435,-6.72366,4.8763742,non_hey_tvs
2.0,0.005135962,0.0367665392287234,-568.05743,194.19934,-39.15422,43.317856,17.997154,-23.778893,29.448013,-6.2432814,-20.413307,12.483366,-11.660202,-8.22524,3.2663846,non_hey_tvs
2.0,0.0055915965,0.052194148936170214,-554.78864,187.79388,-46.318565,44.728546,21.808573,-18.061975,31.909132,-14.3167305,-25.183271,16.279865,-10.197247,-7.708972,4.994132,non_hey_tvs
2.0,0.0057629943,0.022364839594414893,-576.1812,207.30952,-32.11894,44.875504,25.430716,-15.359185,27.253376,-12.497519,-22.076609,12.824861,-12.937568,-11.147537,0.80632913,non_hey_tvs
2.0,0.005405794,0.04422062001329787,-557.95764,185.49312,-40.856976,42.58337,25.313404,-17.993423,26.677904,-8.40694,-22.090097,10.861862,-8.728449,-5.7647233,3.211418,non_hey_tvs
2.0,0.0045002424,0.04674773520611702,-570.4687,192.83374,-45.352528,47.66205,21.256252,-22.938076,29.982485,-10.693675,-21.650791,13.628449,-14.365367,-7.939107,3.6224158,non_hey_tvs
2.0,0.0043432307,0.03243953623670213,-583.5148,186.55536,-32.359085,42.601234,21.576946,-20.731413,24.191141,-6.699853,-18.765587,10.714066,-11.496671,-8.877621,3.0423403,non_hey_tvs
2.0,0.0059382054,0.02807876911569149,-563.9772,190.1037,-34.148464,44.32292,25.028378,-16.268461,27.164566,-10.018657,-22.646055,11.069075,-10.409448,-8.849271,0.70538527,non_hey_tvs
2.0,0.005264713,0.0274658203125,-573.366,191.8435,-25.839853,37.185043,12.531082,-23.24508,26.739529,-3.528522,-19.578388,8.419566,-10.682363,-9.03993,1.2043726,non_hey_tvs
2.0,0.0053450693,0.032958984375,-564.47754,198.66396,-36.19717,39.159645,23.320465,-15.653554,25.370268,-15.783922,-26.468428,14.038733,-7.213131,-9.73926,2.2245543,non_hey_tvs
2.0,0.004961971,0.0303955078125,-576.8799,188.41028,-34.07348,42.440884,26.048943,-13.055237,26.743076,-10.394667,-19.8182,12.4068365,-10.773953,-8.276837,1.9283905,non_hey_tvs
2.0,0.010826717,0.03799503407579787,-507.10504,185.57812,-32.40843,36.803467,21.192907,-17.242212,20.516787,-12.509077,-19.515572,11.073751,-14.9056425,-12.444982,3.7157037,non_hey_tvs
2.0,0.007760444,0.12273520611702128,-563.88794,114.96079,-30.07305,40.87119,18.594164,-19.73434,17.999168,-2.958604,-15.656681,2.5193887,-10.253776,-5.6312647,-2.779643,non_hey_tvs
2.0,0.02591886,0.0451893907912234,-415.7848,179.75362,-28.467579,31.51246,11.345782,-24.800356,21.214935,-6.4237514,-22.930792,6.1046624,-9.217361,-7.721581,3.2986655,non_hey_tvs
2.0,0.021164754,0.047295752992021274,-447.5251,146.71371,-20.84671,36.892616,23.404518,-16.137518,14.193215,-5.091666,-17.859783,4.301548,-8.854948,-14.85456,-7.9433384,non_hey_tvs
2.0,0.0091151,0.04374013048537234,-518.4743,181.82857,-33.803093,37.279163,13.386785,-24.980639,24.433247,-4.9676886,-17.820627,9.144384,-13.668492,-8.269564,3.3417218,non_hey_tvs
2.0,0.012411604,0.03251485621675532,-507.63513,192.12088,-26.79895,41.03312,11.957786,-24.243767,30.38998,-6.5363407,-24.54413,11.786434,-9.21815,-11.150627,2.2008758,non_hey_tvs
2.0,0.009093012,0.0368158868018617,-531.81573,195.23956,-29.860346,44.04434,9.92419,-26.90753,35.500984,-1.63758,-22.58321,11.113915,-9.377427,-7.096753,3.8158066,non_hey_tvs
2.0,0.0066145663,0.043701171875,-550.42267,186.74156,-30.95967,41.148636,9.095469,-29.03345,29.150759,-2.876386,-19.637562,9.778747,-14.768468,-11.144908,4.0700927,non_hey_tvs
2.0,0.006250105,0.0502202460106383,-544.2653,179.67545,-40.54663,44.881638,19.62681,-22.818516,26.356144,-10.402882,-19.713068,13.653138,-15.859368,-12.380917,3.4326646,non_hey_tvs
